"x"
"S1PR3"
"NOD2"
"PTPRB"
"UCHL1"
"BRCA1"
"STAT6"
"CALM1"
"CD81"
"MET"
"ABCG2"
"ROCK2"
"CFTR"
"KDM4B"
"NEK6"
"GYS1"
"CCNC"
"FOLH1"
"KCNA4"
"PDCD4"
"POLK"
"MPC2"
"PAOX"
"XPO1"
"NFKB1"
"TLR2"
"GRM3"
"FUT6"
"TPMT"
"NAAA"
"EGLN2"
"BIRC3"
"SENP1"
"ACKR3"
"SENP6"
"PPM1B"
"LOXL3"
"MLX"
"PAK4"
"FYN"
"BAD"
"NPY1R"
"NPY5R"
"RIPK1"
"CTBP2"
"SPSB2"
"LPAR3"
"RARA"
"QRFPR"
"CDK18"
"DHCR7"
"RCOR3"
"CLK1"
"NR1H2"
"KDM2A"
"RARG"
"NOD1"
"PAK1"
"ACE"
"IDE"
"MITF"
"CASP3"
"KAT2B"
"ERCC1"
"LPAR5"
"PRSS8"
"CASP5"
"KCNN4"
"NCEH1"
"HDAC1"
"EPHB3"
"UPP1"
"PSMD6"
"VIPR2"
"NCOA1"
"SENP7"
"ICMT"
"MMP15"
"STAT1"
"P2RY6"
"GNAI1"
"CCR9"
"ST14"
"MGLL"
"S1PR1"
"SSR3"
"KLK6"
"CDK6"
"ATG4B"
"RHOA"
"CDK14"
"PPIG"
"P2RX4"
"PNPO"
"ASIC3"
"NR1H3"
"TAOK3"
"CCR2"
"GPR35"
"IL6"
"AHR"
"THRB"
"SPHK1"
"CPT1A"
"CBX4"
"RAC1"
"CPT2"
"FEN1"
"PYGM"
"GFPT1"
"CDK13"
"CDK5"
"P2RY2"
"RAB7A"
"KDM3A"
"KAT2A"
"KDM5B"
"GSTK1"
"NAMPT"
"PDK1"
"GPR17"
"EZH1"
"DCPS"
"TRPV1"
"CASP8"
"PSMD4"
"KDM4A"
"EPHB1"
"SCN5A"
"MAP2"
"EGLN1"
"HDAC5"
"SSR2"
"P2RX1"
"MYLK"
"NADK"
"GRB2"
"PTPRF"
"KDM1A"
"SHC1"
"MAGI3"
"CREB1"
"GALE"
"DNPEP"
"GNPAT"
"NLRP3"
"MDM4"
"LCK"
"SOAT1"
"TNNT2"
"KYNU"
"VRK2"
"AMY1A"
"PSMD1"
"HDAC4"
"PARP1"
"CDC42"
"PTAFR"
"RXRG"
"DPYD"
"KMO"
"MYOC"
"PEPC"
"ABCC2"
"ADH5"
"AGL"
"FABP5P1"
"FGF13"
"GFER"
"GLB1"
"HSPA5"
"IGF2R"
"IKBKG"
"KLHL1"
"KYAT3"
"LAT"
"LNPEP"
"MAPT"
"MGAM"
"MPL"
"MSC-AS1"
"MSRB1"
"NANOS1"
"NANOS2"
"NT5C3A"
"NTSR2"
"P2RY11"
"PCDHA@"
"PDPK1"
"PEA15"
"PGF"
"PHGDH"
"PIMREG"
"PLAUR"
"POLQ"
"PRSS3P3"
"ATP6V0A4"
"AVPR2"
"BHMT"
"PSENEN"
"PSPHP1"
"PTGS2"
"PTK2"
"QTRT1"
"RAB3IL1"
"RBMXL1"
"RNASE1"
"RNASEH1P1"
"S100A9"
"SCN1A"
"SGCG"
"SH3D19"
"SLC7A11"
"SLC18A3"
"SLC46A1"
"C6orf58"
"SPAG1"
"STK24"
"SYCE1L"
"TACR1"
"TBC1D9"
"TBXAS1"
"TCF4"
"TNKS"
"TXNRD1"
"TYRP1"
"UBE2I"
"UQCRB"
"CCKBR"
"CDA"
"CDC25B"
"CHEK1"
"CREBBP"
"DDOST"
"EEF1A1"
"ABCB1"
"F13A1"
"GSX1"
"HPRT1"
"HTT"
"IGBP1"
"IGFBP1"
"IGFBP2"
"AMD1P2"
"MOK"
"NPR3"
"PCSK1"
"PCSK2"
"PRSS1"
"SERPINA6"
"SLC2A4"
"SLC18A2"
"SLC25A6"
"ST6GAL1"
"CXCL8"
"DDR1"
"ERCC4"
"HTR1A"
"PGD"
"PLP2"
"GOLGA4"
"EFNA4"
"CPA4"
"PGA4"
"APOA4"
"ANXA4"
"HOXA4"
"SLC1A5"
"SLC1A7"
"ACE2-DT"
"LOC117134593"
"ACER2P1"
"LOC108167311"
"LOC108167312"
"TADA2B"
"LOC111216272"
"LOC111216273"
"LOC111216292"
"LOC111240471"
"ADK-AS1"
"AK1"
"AIP"
"AKT1S1"
"AKT3-IT1"
"ABCD2"
"ALKAL2"
"ALKAL1"
"KMT2D"
"AKR1A1"
"AMD1"
"AMPD2-AS1"
"NPPA"
"HESX1"
"PRMT1"
"NPR1"
"LOC107372315"
"ASAH1-AS1"
"BACE1-AS"
"BAZ2B-AS1"
"BCOR"
"BCORL1"
"BCL6-AS1"
"BCORP1"
"GDF10"
"LOC109433677"
"LOC109433679"
"BANCR"
"BRAFP1"
"BRAP"
"LOC111589215"
"BAP1"
"LOC110485084"
"BRCA1-OT1"
"NBR2"
"BRIP1"
"LOC111589216"
"BRAT1"
"C3AR1"
"CYP21A2"
"CFLAR"
"CTSE"
"CTSG"
"CPT1C"
"CTSV"
"GBA3"
"OPN1LW"
"EIF4E"
"PCBP4"
"PAG1"
"LOC125338470"
"LOC125418063"
"LOC125418085"
"LOC126057105"
"LOC126088083"
"CBR1-AS1"
"CBSLR"
"CNNM2"
"CNNM4"
"CNNM3"
"CNNM1"
"CBX7-AS1"
"LOC111365204"
"CNOT6"
"CNOT2"
"CNOT4"
"CNOT9"
"CNOT8"
"CNOT11"
"CNOT10"
"CNOT1"
"LOC119086083"
"ACKR2"
"CD38-AS1"
"CD81-AS1"
"CDC42EP5"
"CDC42-IT1"
"CDC42SE2"
"CDC42EP1"
"CDC42EP2"
"CDC42EP3"
"CDC42EP4"
"CDC42-AS1"
"CDC42SE1"
"SOST"
"CDK13-DT"
"CDK5RAP3"
"CABLES1"
"CDK5RAP2"
"CABLES2"
"CDK6-AS1"
"CDYL-AS1"
"CDYLP1"
"CERT1"
"CFB"
"LOC111674463"
"CFTR-AS1"
"LOC111674464"
"LOC111674467"
"LOC111674468"
"LOC111674475"
"LOC111674477"
"CFTR-AS2"
"LOC111674476"
"CTH"
"NDUFAF1"
"COLEC11"
"TELO2"
"CLK3-AS1"
"PCDHA4"
"PCDHA6"
"C2"
"MTCO2P3"
"MTCO2P15"
"MTCO2P23"
"MTCO2P24"
"MTCO2P30"
"MTCO2P32"
"MTCO2P11"
"MTCO2P19"
"MTCO2P20"
"MTCO2P12"
"CHKB-CPT1B"
"SCIMP"
"CSNK2B"
"CTBP2P10"
"CTBP2P1"
"CTBP2P5"
"CTBP2P6"
"CTBP2P8"
"CTBP2P2"
"CTBP2P4"
"CTBP2P3"
"CYCS"
"DAPK1-IT1"
"DHCR7-DT"
"QDPR"
"LLGL1"
"LOC107080555"
"DACOR1"
"DALIR"
"DNPEP-AS1"
"DOT1L-AS1"
"MLLT10"
"DPP7"
"DPP4-DT"
"LOC117152610"
"LOC117152611"
"DPP9-AS1"
"DPYD-IT1"
"DPYD-AS1"
"DPYD-AS2"
"HLA-DRB3"
"DRD5P3"
"DRD5P4"
"DRD5P1"
"DRD5P2"
"DUS3L"
"DHFR"
"DYRK3-AS1"
"GRIK4"
"LOC729217"
"ECE1-AS1"
"EDNRB-AS1"
"LOC107882127"
"LOC107882129"
"EGILA"
"EGFR-AS1"
"EPS8"
"ELDR"
"EUDAL"
"RAB4B-EGLN2"
"EGLN3-AS1"
"LOC108281115"
"ELAVL1"
"TMPRSS15"
"EP300-AS1"
"EID2B"
"EID2"
"EID1"
"EID3"
"EPHA1-AS1"
"EPHA2-AS1"
"EPHA5-AS1"
"EPHA5-AS2"
"ERAP1-AS1"
"BIVM-ERCC5"
"KCNH2"
"CUZD1"
"ESRRA"
"ESRRB"
"ESRRG"
"BNAT1"
"LOC128669077"
"LOC128669078"
"FAAH"
"FABP1"
"RCE1"
"LOC128635608"
"LOC109113859"
"LOC109113860"
"LOC109113862"
"FIBP"
"LOC109113863"
"FIZ1"
"CHURC1-FNTB"
"FOLR1-AS1"
"FOS-AS1"
"USF2"
"FOSL2"
"FOSL1"
"FDPS"
"FTO-IT1"
"FTOP1"
"EFS"
"FYB2"
"FYB1"
"FRK"
"G6PC1"
"LOC107181288"
"LOC108281126"
"SLC37A4"
"NR3C1"
"GGPS1"
"HAGH"
"TRARG1"
"GNAO1"
"GPR55-AS1"
"GCSIR"
"GPR84-AS1"
"GRAP"
"GRAP2"
"GAPT"
"GAB2"
"GAB3"
"GRAPL"
"GAB1"
"GAREM2"
"GAB4"
"GRIK1-AS1"
"GRIK1-AS2"
"GRIK1-AS3"
"GRM3-AS1"
"GRM8-AS1"
"CYTH3"
"GSK3B-DT"
"GSKIP"
"LOC111721713"
"H1-0"
"HAO1"
"LOC119407423"
"HCN4-AS1"
"HDDC2"
"HDDC3"
"SAMHD1"
"HDAC2-AS2"
"HDAC3-AS1"
"HDAC4-AS2"
"HDAC4-AS1"
"HDAC4-AS3"
"LOC119407408"
"LOC119369038"
"LOC119369039"
"LOC119407398"
"LOC119407413"
"LOC119407403"
"LOC119407402"
"HDAC9-AS1"
"HEXA-AS1"
"HEXB-AS1"
"HGFAC"
"HIF1A-AS3"
"HIF1A-AS1"
"HIF1A-AS2"
"HISLA"
"HLA-A"
"HNF4A-AS1"
"HPSE-AS1"
"HK1"
"HK2"
"IGFBP3"
"IGFBP4"
"IGFBP5"
"IGFBP6"
"ICMT-DT"
"EIF4E2"
"IGF1R-AS2"
"IRAIN"
"LUNAR1"
"ITK"
"IL2RA-AS1"
"LIRIL2R"
"LOC128462383"
"LOC128462384"
"LOC128462385"
"IL6-AS1"
"INMT-MINDY4"
"ITPR3-AS1"
"JUN-DT"
"JDP2"
"LOC101929775"
"LOC124905344"
"GCAWKR"
"KANSL1"
"KANSL2"
"KANSL3"
"KANSL1L"
"SLC12A7"
"KCNA6-AS1"
"KCND3-IT1"
"KCND3-AS1"
"KCNN2-AS1"
"LOC128598884"
"KCNQ2-AS1"
"KDM2B-DT"
"KDM3AP1"
"KDM4A-AS1"
"KDM5C-IT1"
"KDM7A-DT"
"LOC128897169"
"LOC106128906"
"LOC106128905"
"TTC36-AS1"
"SLC7A5"
"L1CAM-AS1"
"LIME1"
"GLTC1"
"LDLR-AS1"
"LOXL2-AS1"
"GAA"
"SELL"
"ALPK3"
"TRAPPC14"
"METAP2"
"MAPK1"
"MNAT1"
"LOC124901801"
"MAX-AS1"
"MXD1"
"MXD3"
"MNT"
"MXD4"
"MXI1"
"NR3C2"
"MDM4P1"
"SLTM"
"MT-TM"
"MACC1"
"COMETT"
"TRM-CAT7-1"
"TRM-CAT3-2"
"TRM-CAT2-1"
"TRM-CAT1-1"
"TRM-CAT3-1"
"LOC108192211"
"AMH"
"MIF-AS1"
"LOC107988030"
"LOC107988038"
"LOC107988042"
"LOC107988044"
"MLXIP"
"MLXIPL"
"MLXP1"
"MMEL1-AS1"
"MMP2-AS1"
"MMP25-AS1"
"MMP24"
"SLC12A5-AS1"
"CDC42BPA"
"CDC42BPB"
"MSH3"
"ABCC1"
"ABCC4"
"MYG1"
"MYLK-AS2"
"MYLK-AS1"
"MYLKP2"
"NACC1"
"NAMPT-AS1"
"SLC8B1"
"NCOR1P1"
"NCOR1P2"
"NCOR1P4"
"NCOR1P3"
"NCOR2-AS1"
"NEK2-DT"
"LOC107984133"
"NEK2P1"
"NEK2P2"
"NEK2P4"
"NEK2P3"
"NLK"
"MME"
"NFKB1-AS1"
"NFKB1-AS2"
"PACERR"
"TACR2"
"TACR3"
"NMBR-AS1"
"LOC111258526"
"LOC111258525"
"LOC111365141"
"LOC110973015"
"NANOS3"
"NOX4P1"
"NPCA1"
"NPC1L1"
"NPFFR1"
"NPFFR2"
"NQO1-DT"
"NQO1-AS1"
"NQO2-AS1"
"LOC108410393"
"NR1H2-AS1"
"NR4A1AS"
"SLC10A1"
"SLC10A2"
"TFIP11"
"OGT"
"OPRD1"
"OPRK1"
"OPRM1"
"HCRTR1"
"HCRTR2"
"CD200R1"
"DAO"
"P2RY10"
"P2RY12"
"P2RY14"
"SERPINE1"
"PAK1IP1"
"PAK4-AS1"
"PARGP1"
"PARPBP"
"PCLAF"
"PCNA-AS1"
"CCEPR"
"PCSK6-AS1"
"PDCD4-AS1"
"PDE4B-AS1"
"PDE4D-AS1"
"PDE4D-AS2"
"P4HB"
"ITGA6-AS1"
"PDK1-AS1"
"PDK1P2"
"PDK4-AS1"
"PGC"
"PGAM4"
"HPGD"
"HYCC2"
"HYCC1"
"LONP1"
"LOC128635605"
"PIN1-DT"
"PIR-FIGF"
"PLAA"
"ALPP"
"PLCG1-AS1"
"POLH-AS1"
"POLK-AS1"
"TENT4A"
"CCN6"
"PPARGC1B"
"PPRC1"
"PPARGC1A"
"LOC114803475"
"PARAL1"
"CTSA"
"PPIAP93"
"PPM1B-DT"
"PRKX-AS1"
"PRKXP1"
"PRKXP2"
"LOC108783652"
"LOC108783653"
"PSAT1"
"NPEPPS"
"PLAG1"
"PROS1"
"PSMD3-AS1"
"PIPSL"
"PSMD6-AS1"
"PSMD6-AS2"
"PSMD7-DT"
"PSMD7P3"
"PSMD7P2"
"PSMD7P4"
"PTPN2"
"PTPRB-AS1"
"PTPRC-AS1"
"LOC108281163"
"PTPRG-AS1"
"PTPRU"
"PTPRS-AS1"
"LOC108281122"
"FPR3"
"RIMOC1"
"CYRIA"
"PAK3"
"TIAM1"
"PAK6"
"PAK5"
"CYRIB"
"TIAM2"
"RAD51B"
"RAD51C"
"RAD51D"
"RAD51-AS1"
"RAD51AP2"
"RAD51AP1"
"LNCRI"
"AGER"
"RARA-AS1"
"PRAM1"
"RARB-AS1"
"SGPL1"
"RHOA-IT1"
"RRM1"
"RNASEH1"
"RORA-AS2"
"RORA-AS1"
"RORA-AS4"
"RORA-AS3"
"LOC108254665"
"S1PR1-DT"
"AHCY"
"CXCL12"
"SEM1P1"
"LOC108281144"
"SGK3"
"PYGO2-AS1"
"LOC106049962"
"SBE2"
"SDCCAG8"
"ST3GAL3"
"SIRT1"
"SIRT2"
"SIRAL1"
"SIRAL2"
"SMAD3-DT"
"SMAD3-AS1"
"SMASR"
"LNCTSI"
"SGMS2"
"SPHKAP"
"ALDH5A1"
"SLEAR"
"TMZR1"
"LEISA1"
"PRECSIT"
"CSTA"
"TAS2R14"
"TAS2R31"
"TTBK1"
"TTBK2"
"CATSPERT"
"METTL18"
"CSTF2T"
"SETD3"
"DNTT"
"TERT-DT"
"TERLR1"
"LOC110806263"
"TERT-AS1"
"LOC110806264"
"F3"
"USP14"
"TRT-TGT5-1"
"TRT-TGT2-1"
"TRT-TGT1-1"
"TRT-TGT4-1"
"TRT-TGT6-1"
"TRT-TGT3-1"
"THAS"
"ACAA1"
"THRB-IT1"
"THRB-AS1"
"THRB-AS2"
"TLR2P1"
"TRIL"
"TLR8-AS1"
"TNKS2-DT"
"TNNI3K"
"LOC111721704"
"LOC107080552"
"TOPORS"
"LALTOP"
"PLAT"
"TDO2"
"TFRC"
"TRHDE-AS1"
"TRPM2-AS"
"TCAF2"
"TCAF2C"
"TCAF1"
"TCAF1P1"
"TCAF2P1"
"PRSS58"
"PRSS3"
"TSPOAP1"
"UCHL1-DT"
"AXL"
"AVPR1A"
"VHLL"
"VBP1"
"LOC108281131"
"WDR5-DT"
"WEE1P2"
"WEE1P1"
"LOC100288172"
"LOC100533640"
"SORD"
"XIAP-AS1"
"XAF1"
