 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL222	 Norepinephrine transporter 
 2 	 CHEMBL228	 Serotonin transporter 
 3 	 CHEMBL238	 Dopamine transporter 
 4 	 CHEMBL323	 Serotonin 2b (5-HT2b) receptor 
 5 	 CHEMBL338	 Dopamine transporter 
 6 	 CHEMBL3833	 Trace amine-associated receptor 1 
 7 	 CHEMBL5282	 Cytochrome P450 2A6 
 8 	 CHEMBL5857	 Trace amine-associated receptor 1 
 9 	 CHEMBL6184	 Transporter 
 10 	 CHEMBL5160	 Transient receptor potential cation channel subfamily A member 1 
 11 	 CHEMBL1907	 Aminopeptidase N 
 12 	 CHEMBL4027	 Neurokinin 1 receptor 
 13 	 CHEMBL3965	 Leucine aminopeptidase 
 14 	 CHEMBL287	 Sigma opioid receptor 
 15 	 CHEMBL4828	 Synaptic vesicular amine transporter 
 16 	 CHEMBL4794	 Vanilloid receptor 
 17 	 CHEMBL322	 Serotonin 2a (5-HT2a) receptor 
 18 	 CHEMBL324	 Serotonin 2c (5-HT2c) receptor 
 19 	 CHEMBL3602	 Sigma opioid receptor 
 20 	 CHEMBL313	 Serotonin transporter 
