 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 2 	 CHEMBL205	 Carbonic anhydrase II 
 3 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
 4 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 5 	 CHEMBL1808	 Angiotensin-converting enzyme 
 6 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 7 	 CHEMBL261	 Carbonic anhydrase I 
 8 	 CHEMBL3457	 Kynurenine 3-monooxygenase 
 9 	 CHEMBL3594	 Carbonic anhydrase IX 
 10 	 CHEMBL3965	 Leucine aminopeptidase 
 11 	 CHEMBL3242	 Carbonic anhydrase XII 
 12 	 CHEMBL1907	 Aminopeptidase N 
 13 	 CHEMBL220	 Acetylcholinesterase 
 14 	 CHEMBL2625	 Angiotensin-converting enzyme 
 15 	 CHEMBL3439	 Aminopeptidase A 
 16 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 17 	 CHEMBL3510	 Carbonic anhydrase XIV 
 18 	 CHEMBL5137	 Metabotropic glutamate receptor 2 
 19 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 20 	 CHEMBL2326	 Carbonic anhydrase VII 
