 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL4794	 Vanilloid receptor 
 2 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 3 	 CHEMBL1808	 Angiotensin-converting enzyme 
 4 	 CHEMBL214	 Serotonin 1a (5-HT1a) receptor 
 5 	 CHEMBL1983	 Serotonin 1d (5-HT1d) receptor 
 6 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 7 	 CHEMBL313	 Serotonin transporter 
 8 	 CHEMBL1898	 Serotonin 1b (5-HT1b) receptor 
 9 	 CHEMBL3369	 Neprilysin 
 10 	 CHEMBL333	 Matrix metalloproteinase-2 
 11 	 CHEMBL2625	 Angiotensin-converting enzyme 
 12 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 13 	 CHEMBL3459	 Serotonin 1b (5-HT1b) receptor 
 14 	 CHEMBL339	 Dopamine D2 receptor 
 15 	 CHEMBL1944	 Neprilysin 
 16 	 CHEMBL3229	 Anandamide amidohydrolase 
 17 	 CHEMBL2871	 Cholecystokinin A receptor 
 18 	 CHEMBL322	 Serotonin 2a (5-HT2a) receptor 
 19 	 CHEMBL321	 Matrix metalloproteinase 9 
 20 	 CHEMBL233	 Mu opioid receptor 
