 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2622	 Aldose reductase 
 2 	 CHEMBL318	 Adenosine A1 receptor 
 3 	 CHEMBL3242	 Carbonic anhydrase XII 
 4 	 CHEMBL205	 Carbonic anhydrase II 
 5 	 CHEMBL1900	 Aldose reductase 
 6 	 CHEMBL261	 Carbonic anhydrase I 
 7 	 CHEMBL3594	 Carbonic anhydrase IX 
 8 	 CHEMBL302	 Adenosine A2a receptor 
 9 	 CHEMBL230	 Cyclooxygenase-2 
 10 	 CHEMBL1929	 Xanthine dehydrogenase 
 11 	 CHEMBL4302	 P-glycoprotein 1 
 12 	 CHEMBL256	 Adenosine A3 receptor 
 13 	 CHEMBL220	 Acetylcholinesterase 
 14 	 CHEMBL2326	 Carbonic anhydrase VII 
 15 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 16 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 17 	 CHEMBL2231	 Cytochrome P450 1A1 
 18 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 19 	 CHEMBL4878	 Cytochrome P450 1B1 
 20 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
