 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL284	 Dipeptidyl peptidase IV 
 2 	 CHEMBL338	 Dopamine transporter 
 3 	 CHEMBL2331053	 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3 
 4 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 5 	 CHEMBL3105	 Poly [ADP-ribose] polymerase-1 
 6 	 CHEMBL1903	 GABA transporter 1 
 7 	 CHEMBL3421525	 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 
 8 	 CHEMBL228	 Serotonin transporter 
 9 	 CHEMBL222	 Norepinephrine transporter 
 10 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 11 	 CHEMBL4653	 Dipeptidyl peptidase IV 
 12 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 13 	 CHEMBL3421524	 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 
 14 	 CHEMBL4630	 Serine/threonine-protein kinase Chk1 
 15 	 CHEMBL253	 Cannabinoid CB2 receptor 
 16 	 CHEMBL238	 Dopamine transporter 
 17 	 CHEMBL4618	 Leukotriene A4 hydrolase 
 18 	 CHEMBL1808	 Angiotensin-converting enzyme 
 19 	 CHEMBL4016	 Glutamate receptor ionotropic, AMPA 2 
 20 	 CHEMBL4616	 Ghrelin receptor 
