 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 2 	 CHEMBL3229	 Anandamide amidohydrolase 
 3 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 4 	 CHEMBL5485	 D-amino-acid oxidase 
 5 	 CHEMBL205	 Carbonic anhydrase II 
 6 	 CHEMBL261	 Carbonic anhydrase I 
 7 	 CHEMBL1900	 Aldose reductase 
 8 	 CHEMBL6007	 Transient receptor potential cation channel subfamily A member 1 
 9 	 CHEMBL2622	 Aldose reductase 
 10 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 11 	 CHEMBL2147	 Serine/threonine-protein kinase PIM1 
 12 	 CHEMBL220	 Acetylcholinesterase 
 13 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 14 	 CHEMBL2564	 Metabotropic glutamate receptor 5 
 15 	 CHEMBL3227	 Metabotropic glutamate receptor 5 
 16 	 CHEMBL3356	 Cytochrome P450 1A2 
 17 	 CHEMBL1293267	 G-protein coupled receptor 35 
 18 	 CHEMBL3242	 Carbonic anhydrase XII 
 19 	 CHEMBL3594	 Carbonic anhydrase IX 
 20 	 CHEMBL1978	 Cytochrome P450 19A1 
