 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 2 	 CHEMBL5485	 D-amino-acid oxidase 
 3 	 CHEMBL204	 Thrombin 
 4 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 5 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 6 	 CHEMBL3114	 Sucrase-isomaltase 
 7 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 8 	 CHEMBL3148	 Gamma-amino-N-butyrate transaminase 
 9 	 CHEMBL325	 Histone deacetylase 1 
 10 	 CHEMBL4731	 Hydroxycarboxylic acid receptor 2 
 11 	 CHEMBL205	 Carbonic anhydrase II 
 12 	 CHEMBL261	 Carbonic anhydrase I 
 13 	 CHEMBL3594	 Carbonic anhydrase IX 
 14 	 CHEMBL4176	 Alpha-L-fucosidase I 
 15 	 CHEMBL3105	 Poly [ADP-ribose] polymerase-1 
 16 	 CHEMBL256	 Adenosine A3 receptor 
 17 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 18 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 19 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 20 	 CHEMBL3025	 Carbonic anhydrase VI 
