 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL269	 Delta opioid receptor 
 2 	 CHEMBL270	 Mu opioid receptor 
 3 	 CHEMBL236	 Delta opioid receptor 
 4 	 CHEMBL233	 Mu opioid receptor 
 5 	 CHEMBL3753	 Glutamate receptor ionotropic, AMPA 1 
 6 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
 7 	 CHEMBL3179	 Tyrosyl-tRNA synthetase 
 8 	 CHEMBL237	 Kappa opioid receptor 
 9 	 CHEMBL1808	 Angiotensin-converting enzyme 
 10 	 CHEMBL5689	 Tryptophan 5-hydroxylase 1 
 11 	 CHEMBL3614	 Kappa opioid receptor 
 12 	 CHEMBL1944	 Neprilysin 
 13 	 CHEMBL2625	 Angiotensin-converting enzyme 
 14 	 CHEMBL3369	 Neprilysin 
 15 	 CHEMBL4198	 Inhibitor of apoptosis protein 3 
 16 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 17 	 CHEMBL284	 Dipeptidyl peptidase IV 
 18 	 CHEMBL1907	 Aminopeptidase N 
 19 	 CHEMBL4581	 Kinesin-like protein 1 
 20 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
