 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 2 	 CHEMBL3687	 Arachidonate 12-lipoxygenase 
 3 	 CHEMBL1898	 Serotonin 1b (5-HT1b) receptor 
 4 	 CHEMBL1983	 Serotonin 1d (5-HT1d) receptor 
 5 	 CHEMBL5804	 Toll-like receptor 9 
 6 	 CHEMBL2535	 Glucose transporter 
 7 	 CHEMBL322	 Serotonin 2a (5-HT2a) receptor 
 8 	 CHEMBL324	 Serotonin 2c (5-HT2c) receptor 
 9 	 CHEMBL3201	 Aryl hydrocarbon receptor 
 10 	 CHEMBL5282	 Cytochrome P450 2A6 
 11 	 CHEMBL274	 C-C chemokine receptor type 5 
 12 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 13 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 14 	 CHEMBL2034	 Glucocorticoid receptor 
 15 	 CHEMBL222	 Norepinephrine transporter 
 16 	 CHEMBL228	 Serotonin transporter 
 17 	 CHEMBL238	 Dopamine transporter 
 18 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 19 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 20 	 CHEMBL240	 HERG 
