 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1978	 Cytochrome P450 19A1 
 2 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
 3 	 CHEMBL4822	 Beta-secretase 1 
 4 	 CHEMBL206	 Estrogen receptor alpha 
 5 	 CHEMBL242	 Estrogen receptor beta 
 6 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 7 	 CHEMBL220	 Acetylcholinesterase 
 8 	 CHEMBL2039	 Monoamine oxidase B 
 9 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 10 	 CHEMBL3199	 Acetylcholinesterase 
 11 	 CHEMBL221	 Cyclooxygenase-1 
 12 	 CHEMBL2326	 Carbonic anhydrase VII 
 13 	 CHEMBL3242	 Carbonic anhydrase XII 
 14 	 CHEMBL1914	 Butyrylcholinesterase 
 15 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 16 	 CHEMBL236	 Delta opioid receptor 
 17 	 CHEMBL3181	 Estradiol 17-beta-dehydrogenase 1 
 18 	 CHEMBL233	 Mu opioid receptor 
 19 	 CHEMBL3729	 Carbonic anhydrase IV 
 20 	 CHEMBL230	 Cyclooxygenase-2 
