 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL251	 Adenosine A2a receptor 
 2 	 CHEMBL4005	 PI3-kinase p110-alpha subunit 
 3 	 CHEMBL260	 MAP kinase p38 alpha 
 4 	 CHEMBL226	 Adenosine A1 receptor 
 5 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
 6 	 CHEMBL3267	 PI3-kinase p110-gamma subunit 
 7 	 CHEMBL256	 Adenosine A3 receptor 
 8 	 CHEMBL2842	 Serine/threonine-protein kinase mTOR 
 9 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 10 	 CHEMBL2148	 Tyrosine-protein kinase JAK3 
 11 	 CHEMBL3130	 PI3-kinase p110-delta subunit 
 12 	 CHEMBL3145	 PI3-kinase p110-beta subunit 
 13 	 CHEMBL4409	 Phosphodiesterase 10A 
 14 	 CHEMBL2971	 Tyrosine-protein kinase JAK2 
 15 	 CHEMBL3717	 Hepatocyte growth factor receptor 
 16 	 CHEMBL3227	 Metabotropic glutamate receptor 5 
 17 	 CHEMBL3836	 LIM domain kinase 1 
 18 	 CHEMBL3650	 Fibroblast growth factor receptor 1 
 19 	 CHEMBL2185	 Serine/threonine-protein kinase Aurora-B 
 20 	 CHEMBL2564	 Metabotropic glutamate receptor 5 
