 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL340	 Cytochrome P450 3A4 
 2 	 CHEMBL1835	 Thromboxane-A synthase 
 3 	 CHEMBL3397	 Cytochrome P450 2C9 
 4 	 CHEMBL289	 Cytochrome P450 2D6 
 5 	 CHEMBL236	 Delta opioid receptor 
 6 	 CHEMBL2581	 Cathepsin D 
 7 	 CHEMBL1743127	 Multidrug and toxin extrusion protein 2 
 8 	 CHEMBL1743126	 Multidrug and toxin extrusion protein 1 
 9 	 CHEMBL3795	 Melanocortin receptor 1 
 10 	 CHEMBL4644	 Melanocortin receptor 3 
 11 	 CHEMBL4302	 P-glycoprotein 1 
 12 	 CHEMBL3508	 Cholecystokinin B receptor 
 13 	 CHEMBL4608	 Melanocortin receptor 5 
 14 	 CHEMBL5462	 Baculoviral IAP repeat-containing protein 2 
 15 	 CHEMBL3837	 Cathepsin L 
 16 	 CHEMBL259	 Melanocortin receptor 4 
 17 	 CHEMBL233	 Mu opioid receptor 
 18 	 CHEMBL240	 HERG 
 19 	 CHEMBL234	 Dopamine D3 receptor 
 20 	 CHEMBL3891	 Calpain 1 
