 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 2 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 3 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 4 	 CHEMBL401	 Glutamate [NMDA] receptor subunit epsilon 3 
 5 	 CHEMBL1900	 Aldose reductase 
 6 	 CHEMBL284	 Dipeptidyl peptidase IV 
 7 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 8 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 9 	 CHEMBL4803	 Nitric-oxide synthase, endothelial 
 10 	 CHEMBL2131	 Indolethylamine N-methyltransferase 
 11 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 12 	 CHEMBL2753	 GABA-B receptor 1 
 13 	 CHEMBL3965	 Leucine aminopeptidase 
 14 	 CHEMBL2179	 Beta-glucocerebrosidase 
 15 	 CHEMBL5697	 Egl nine homolog 1 
 16 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 17 	 CHEMBL4657	 Dipeptidyl peptidase VIII 
 18 	 CHEMBL211	 Muscarinic acetylcholine receptor M2 
 19 	 CHEMBL3252	 Beta-1 adrenergic receptor 
 20 	 CHEMBL205	 Carbonic anhydrase II 
