 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 2 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 3 	 CHEMBL3439	 Aminopeptidase A 
 4 	 CHEMBL1907	 Aminopeptidase N 
 5 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 6 	 CHEMBL1808	 Angiotensin-converting enzyme 
 7 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 8 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
 9 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
 10 	 CHEMBL3965	 Leucine aminopeptidase 
 11 	 CHEMBL284	 Dipeptidyl peptidase IV 
 12 	 CHEMBL4421	 HM74 nicotinic acid GPCR 
 13 	 CHEMBL230	 Cyclooxygenase-2 
 14 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 15 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 16 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 17 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 18 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 19 	 CHEMBL3242	 Carbonic anhydrase XII 
 20 	 CHEMBL261	 Carbonic anhydrase I 
