 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2243	 Anandamide amidohydrolase 
 2 	 CHEMBL4394	 Sphingosine kinase 1 
 3 	 CHEMBL3229	 Anandamide amidohydrolase 
 4 	 CHEMBL218	 Cannabinoid CB1 receptor 
 5 	 CHEMBL253	 Cannabinoid CB2 receptor 
 6 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 7 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 8 	 CHEMBL299	 Protein kinase C alpha 
 9 	 CHEMBL238	 Dopamine transporter 
 10 	 CHEMBL222	 Norepinephrine transporter 
 11 	 CHEMBL228	 Serotonin transporter 
 12 	 CHEMBL4794	 Vanilloid receptor 
 13 	 CHEMBL2409	 Epoxide hydratase 
 14 	 CHEMBL3023	 Sphingosine kinase 2 
 15 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 16 	 CHEMBL3593	 Lanosterol synthase 
 17 	 CHEMBL3262	 Lanosterol synthase 
 18 	 CHEMBL270	 Mu opioid receptor 
 19 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 20 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
