 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2231	 Cytochrome P450 1A1 
 2 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 3 	 CHEMBL3356	 Cytochrome P450 1A2 
 4 	 CHEMBL4878	 Cytochrome P450 1B1 
 5 	 CHEMBL338	 Dopamine transporter 
 6 	 CHEMBL3116	 Cyclin-dependent kinase 9 
 7 	 CHEMBL5719	 Cell division protein kinase 8 
 8 	 CHEMBL1900	 Aldose reductase 
 9 	 CHEMBL1250375	 NADPH oxidase 4 
 10 	 CHEMBL1293267	 G-protein coupled receptor 35 
 11 	 CHEMBL1929	 Xanthine dehydrogenase 
 12 	 CHEMBL1951	 Monoamine oxidase A 
 13 	 CHEMBL1974	 Tyrosine-protein kinase receptor FLT3 
 14 	 CHEMBL205	 Carbonic anhydrase II 
 15 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 16 	 CHEMBL2326	 Carbonic anhydrase VII 
 17 	 CHEMBL2424	 Glyoxalase I 
 18 	 CHEMBL2599	 Tyrosine-protein kinase SYK 
 19 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 20 	 CHEMBL2622	 Aldose reductase 
