 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 2 	 CHEMBL270	 Mu opioid receptor 
 3 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
 4 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 5 	 CHEMBL338	 Dopamine transporter 
 6 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 7 	 CHEMBL284	 Dipeptidyl peptidase IV 
 8 	 CHEMBL2634	 Tyrosine-protein kinase CSK 
 9 	 CHEMBL3753	 Glutamate receptor ionotropic, AMPA 1 
 10 	 CHEMBL269	 Delta opioid receptor 
 11 	 CHEMBL3503	 Glutamate receptor ionotropic, AMPA 2 
 12 	 CHEMBL205	 Carbonic anhydrase II 
 13 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 14 	 CHEMBL321	 Matrix metalloproteinase 9 
 15 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 16 	 CHEMBL333	 Matrix metalloproteinase-2 
 17 	 CHEMBL3594	 Carbonic anhydrase IX 
 18 	 CHEMBL4016	 Glutamate receptor ionotropic, AMPA 2 
 19 	 CHEMBL3242	 Carbonic anhydrase XII 
 20 	 CHEMBL332	 Matrix metalloproteinase-1 
