 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1628461	 Oxoeicosanoid receptor 1 
 2 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 3 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 4 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 5 	 CHEMBL2243	 Anandamide amidohydrolase 
 6 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 7 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 8 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
 9 	 CHEMBL3762	 Voltage-gated L-type calcium channel alpha-1C subunit 
 10 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 11 	 CHEMBL3687	 Arachidonate 12-lipoxygenase 
 12 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 13 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 14 	 CHEMBL3229	 Anandamide amidohydrolase 
 15 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 16 	 CHEMBL3816	 Cytosolic phospholipase A2 
 17 	 CHEMBL4191	 Monoglyceride lipase 
 18 	 CHEMBL4794	 Vanilloid receptor 
 19 	 CHEMBL4136	 Phospholipase A2 group 1VB 
 20 	 CHEMBL1781	 DNA topoisomerase I 
