 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 2 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 3 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 4 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
 5 	 CHEMBL333	 Matrix metalloproteinase-2 
 6 	 CHEMBL270	 Mu opioid receptor 
 7 	 CHEMBL269	 Delta opioid receptor 
 8 	 CHEMBL1808	 Angiotensin-converting enzyme 
 9 	 CHEMBL283	 Matrix metalloproteinase 3 
 10 	 CHEMBL4581	 Kinesin-like protein 1 
 11 	 CHEMBL1907	 Aminopeptidase N 
 12 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 13 	 CHEMBL332	 Matrix metalloproteinase-1 
 14 	 CHEMBL236	 Delta opioid receptor 
 15 	 CHEMBL3965	 Leucine aminopeptidase 
 16 	 CHEMBL2721	 Excitatory amino acid transporter 3 
 17 	 CHEMBL3562166	 Putative P2Y purinoceptor 10 
 18 	 CHEMBL284	 Dipeptidyl peptidase IV 
 19 	 CHEMBL3503	 Glutamate receptor ionotropic, AMPA 2 
 20 	 CHEMBL3607	 Glutamate receptor ionotropic kainate 2 
