 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1952	 Thymidylate synthase 
 2 	 CHEMBL202	 Dihydrofolate reductase 
 3 	 CHEMBL2518	 AICAR transformylase 
 4 	 CHEMBL1615382	 Nuclear receptor coactivator 3 
 5 	 CHEMBL1795188	 Proton-coupled folate transporter 
 6 	 CHEMBL2121	 Folate receptor alpha 
 7 	 CHEMBL2363	 Dihydrofolate reductase 
 8 	 CHEMBL3171	 Folylpoly-gamma-glutamate synthetase 
 9 	 CHEMBL4833	 Folate transporter 1 
 10 	 CHEMBL5064	 Folate receptor beta 
 11 	 CHEMBL1865	 Histone deacetylase 6 
 12 	 CHEMBL3192	 Histone deacetylase 8 
 13 	 CHEMBL325	 Histone deacetylase 1 
 14 	 CHEMBL3972	 GAR transformylase 
 15 	 CHEMBL3116	 Cyclin-dependent kinase 9 
 16 	 CHEMBL210	 Beta-2 adrenergic receptor 
 17 	 CHEMBL1862	 Tyrosine-protein kinase ABL 
 18 	 CHEMBL1913	 Platelet-derived growth factor receptor beta 
 19 	 CHEMBL1936	 Stem cell growth factor receptor 
 20 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
