 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 2 	 CHEMBL2372	 Catechol O-methyltransferase 
 3 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 4 	 CHEMBL332	 Matrix metalloproteinase-1 
 5 	 CHEMBL5071	 G protein-coupled receptor 44 
 6 	 CHEMBL2231	 Cytochrome P450 1A1 
 7 	 CHEMBL3335	 Cytochrome P450 2B1 
 8 	 CHEMBL402	 HMG-CoA reductase 
 9 	 CHEMBL205	 Carbonic anhydrase II 
 10 	 CHEMBL2326	 Carbonic anhydrase VII 
 11 	 CHEMBL261	 Carbonic anhydrase I 
 12 	 CHEMBL3025	 Carbonic anhydrase VI 
 13 	 CHEMBL3242	 Carbonic anhydrase XII 
 14 	 CHEMBL3510	 Carbonic anhydrase XIV 
 15 	 CHEMBL3594	 Carbonic anhydrase IX 
 16 	 CHEMBL4789	 Carbonic anhydrase VA 
 17 	 CHEMBL1945	 Melatonin receptor 1A 
 18 	 CHEMBL1946	 Melatonin receptor 1B 
 19 	 CHEMBL3437	 Amine oxidase, copper containing 
 20 	 CHEMBL4427	 Prostanoid DP receptor 
