 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 2 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 3 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 4 	 CHEMBL4803	 Nitric-oxide synthase, endothelial 
 5 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 6 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 7 	 CHEMBL1903	 GABA transporter 1 
 8 	 CHEMBL256	 Adenosine A3 receptor 
 9 	 CHEMBL4054	 GABA transporter 1 
 10 	 CHEMBL3965	 Leucine aminopeptidase 
 11 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 12 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 13 	 CHEMBL1829	 Histone deacetylase 3 
 14 	 CHEMBL2131	 Indolethylamine N-methyltransferase 
 15 	 CHEMBL276	 Muscarinic acetylcholine receptor M1 
 16 	 CHEMBL211	 Muscarinic acetylcholine receptor M2 
 17 	 CHEMBL2753	 GABA-B receptor 1 
 18 	 CHEMBL401	 Glutamate [NMDA] receptor subunit epsilon 3 
 19 	 CHEMBL4657	 Dipeptidyl peptidase VIII 
 20 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
