 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 2 	 CHEMBL228	 Serotonin transporter 
 3 	 CHEMBL2993	 Monoamine oxidase B 
 4 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 5 	 CHEMBL313	 Serotonin transporter 
 6 	 CHEMBL3358	 Monoamine oxidase A 
 7 	 CHEMBL242	 Estrogen receptor beta 
 8 	 CHEMBL222	 Norepinephrine transporter 
 9 	 CHEMBL284	 Dipeptidyl peptidase IV 
 10 	 CHEMBL238	 Dopamine transporter 
 11 	 CHEMBL206	 Estrogen receptor alpha 
 12 	 CHEMBL324	 Serotonin 2c (5-HT2c) receptor 
 13 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 14 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 15 	 CHEMBL322	 Serotonin 2a (5-HT2a) receptor 
 16 	 CHEMBL3602	 Sigma opioid receptor 
 17 	 CHEMBL5857	 Trace amine-associated receptor 1 
 18 	 CHEMBL289	 Cytochrome P450 2D6 
 19 	 CHEMBL287	 Sigma opioid receptor 
 20 	 CHEMBL338	 Dopamine transporter 
