 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL5098	 Glutamate carboxypeptidase II 
 2 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 3 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 4 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
 5 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 6 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 7 	 CHEMBL1944	 Neprilysin 
 8 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 9 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
 10 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
 11 	 CHEMBL3369	 Neprilysin 
 12 	 CHEMBL3607	 Glutamate receptor ionotropic kainate 2 
 13 	 CHEMBL205	 Carbonic anhydrase II 
 14 	 CHEMBL261	 Carbonic anhydrase I 
 15 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
 16 	 CHEMBL2088	 Carboxypeptidase A1 
 17 	 CHEMBL3190	 Glutamate receptor ionotropic, AMPA 4 
 18 	 CHEMBL4016	 Glutamate receptor ionotropic, AMPA 2 
 19 	 CHEMBL1808	 Angiotensin-converting enzyme 
 20 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
