 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 2 	 CHEMBL242	 Estrogen receptor beta 
 3 	 CHEMBL206	 Estrogen receptor alpha 
 4 	 CHEMBL339	 Dopamine D2 receptor 
 5 	 CHEMBL2724	 Estrogen receptor alpha 
 6 	 CHEMBL217	 Dopamine D2 receptor 
 7 	 CHEMBL219	 Dopamine D4 receptor 
 8 	 CHEMBL234	 Dopamine D3 receptor 
 9 	 CHEMBL1978	 Cytochrome P450 19A1 
 10 	 CHEMBL2056	 Dopamine D1 receptor 
 11 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 12 	 CHEMBL228	 Serotonin transporter 
 13 	 CHEMBL214	 Serotonin 1a (5-HT1a) receptor 
 14 	 CHEMBL236	 Delta opioid receptor 
 15 	 CHEMBL265	 Dopamine D1 receptor 
 16 	 CHEMBL3884	 Sodium/glucose cotransporter 2 
 17 	 CHEMBL1850	 Dopamine D5 receptor 
 18 	 CHEMBL2039	 Monoamine oxidase B 
 19 	 CHEMBL233	 Mu opioid receptor 
 20 	 CHEMBL205	 Carbonic anhydrase II 
