 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL5857	 Trace amine-associated receptor 1 
 2 	 CHEMBL2993	 Monoamine oxidase B 
 3 	 CHEMBL3358	 Monoamine oxidase A 
 4 	 CHEMBL5098	 Glutamate carboxypeptidase II 
 5 	 CHEMBL340	 Cytochrome P450 3A4 
 6 	 CHEMBL205	 Carbonic anhydrase II 
 7 	 CHEMBL3242	 Carbonic anhydrase XII 
 8 	 CHEMBL3969	 Carbonic anhydrase VB 
 9 	 CHEMBL4789	 Carbonic anhydrase VA 
 10 	 CHEMBL222	 Norepinephrine transporter 
 11 	 CHEMBL228	 Serotonin transporter 
 12 	 CHEMBL238	 Dopamine transporter 
 13 	 CHEMBL2808	 LXR-alpha 
 14 	 CHEMBL2085	 Macrophage migration inhibitory factor 
 15 	 CHEMBL1898	 Serotonin 1b (5-HT1b) receptor 
 16 	 CHEMBL3229	 Anandamide amidohydrolase 
 17 	 CHEMBL4191	 Monoglyceride lipase 
 18 	 CHEMBL217	 Dopamine D2 receptor 
 19 	 CHEMBL233	 Mu opioid receptor 
 20 	 CHEMBL234	 Dopamine D3 receptor 
