 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 2 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 3 	 CHEMBL1743125	 Solute carrier family 15 member 2 
 4 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 5 	 CHEMBL3965	 Leucine aminopeptidase 
 6 	 CHEMBL1293226	 Lysine-specific demethylase 4D-like 
 7 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 8 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
 9 	 CHEMBL3439	 Aminopeptidase A 
 10 	 CHEMBL1907	 Aminopeptidase N 
 11 	 CHEMBL1903	 GABA transporter 1 
 12 	 CHEMBL341	 GABA receptor alpha-2 subunit 
 13 	 CHEMBL4054	 GABA transporter 1 
 14 	 CHEMBL2753	 GABA-B receptor 1 
 15 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 16 	 CHEMBL3511	 Ornithine decarboxylase 
 17 	 CHEMBL205	 Carbonic anhydrase II 
 18 	 CHEMBL1808	 Angiotensin-converting enzyme 
 19 	 CHEMBL1900	 Aldose reductase 
 20 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
