 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1741186	 Nuclear receptor ROR-gamma 
 2 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 3 	 CHEMBL1870	 Retinoid X receptor beta 
 4 	 CHEMBL1942	 Alpha-2b adrenergic receptor 
 5 	 CHEMBL2003	 Retinoic acid receptor gamma 
 6 	 CHEMBL2004	 Retinoid X receptor gamma 
 7 	 CHEMBL2008	 Retinoic acid receptor beta 
 8 	 CHEMBL2055	 Retinoic acid receptor alpha 
 9 	 CHEMBL2061	 Retinoid X receptor alpha 
 10 	 CHEMBL256	 Adenosine A3 receptor 
 11 	 CHEMBL260	 MAP kinase p38 alpha 
 12 	 CHEMBL3091268	 Nuclear receptor ROR-beta 
 13 	 CHEMBL4040	 MAP kinase ERK2 
 14 	 CHEMBL4431	 Retinoid X receptor alpha 
 15 	 CHEMBL5868	 Nuclear receptor ROR-alpha 
 16 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 17 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 18 	 CHEMBL3100	 Plasma retinol-binding protein 
 19 	 CHEMBL5141	 Cytochrome P450 26A1 
 20 	 CHEMBL4794	 Vanilloid receptor 
