 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3105	 Poly [ADP-ribose] polymerase-1 
 2 	 CHEMBL204	 Thrombin 
 3 	 CHEMBL3192	 Histone deacetylase 8 
 4 	 CHEMBL1865	 Histone deacetylase 6 
 5 	 CHEMBL240	 HERG 
 6 	 CHEMBL4822	 Beta-secretase 1 
 7 	 CHEMBL251	 Adenosine A2a receptor 
 8 	 CHEMBL325	 Histone deacetylase 1 
 9 	 CHEMBL244	 Coagulation factor X 
 10 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
 11 	 CHEMBL242	 Estrogen receptor beta 
 12 	 CHEMBL226	 Adenosine A1 receptor 
 13 	 CHEMBL4805	 P2X purinoceptor 7 
 14 	 CHEMBL318	 Adenosine A1 receptor 
 15 	 CHEMBL255	 Adenosine A2b receptor 
 16 	 CHEMBL233	 Mu opioid receptor 
 17 	 CHEMBL256	 Adenosine A3 receptor 
 18 	 CHEMBL264	 Histamine H3 receptor 
 19 	 CHEMBL253	 Cannabinoid CB2 receptor 
 20 	 CHEMBL1829	 Histone deacetylase 3 
