 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3562166	 Putative P2Y purinoceptor 10 
 2 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 3 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 4 	 CHEMBL3562165	 Probable G-protein coupled receptor 34 
 5 	 CHEMBL3562167	 Probable G-protein coupled receptor 174 
 6 	 CHEMBL3691	 Autotaxin 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL261	 Carbonic anhydrase I 
 9 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
 10 	 CHEMBL333	 Matrix metalloproteinase-2 
 11 	 CHEMBL299	 Protein kinase C alpha 
 12 	 CHEMBL218	 Cannabinoid CB1 receptor 
 13 	 CHEMBL3594	 Carbonic anhydrase IX 
 14 	 CHEMBL3242	 Carbonic anhydrase XII 
 15 	 CHEMBL3474	 Phospholipase A2 group IIA 
 16 	 CHEMBL253	 Cannabinoid CB2 receptor 
 17 	 CHEMBL1907	 Aminopeptidase N 
 18 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 19 	 CHEMBL3736	 Angiotensin-converting enzyme 2 
 20 	 CHEMBL5968	 Lysophosphatidic acid receptor 4 
