 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL228	 Serotonin transporter 
 2 	 CHEMBL222	 Norepinephrine transporter 
 3 	 CHEMBL238	 Dopamine transporter 
 4 	 CHEMBL214	 Serotonin 1a (5-HT1a) receptor 
 5 	 CHEMBL313	 Serotonin transporter 
 6 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
 7 	 CHEMBL217	 Dopamine D2 receptor 
 8 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 9 	 CHEMBL3371	 Serotonin 6 (5-HT6) receptor 
 10 	 CHEMBL234	 Dopamine D3 receptor 
 11 	 CHEMBL3920	 Protein kinase C theta 
 12 	 CHEMBL339	 Dopamine D2 receptor 
 13 	 CHEMBL4005	 PI3-kinase p110-alpha subunit 
 14 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 15 	 CHEMBL4980	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 16 	 CHEMBL2842	 Serine/threonine-protein kinase mTOR 
 17 	 CHEMBL289	 Cytochrome P450 2D6 
 18 	 CHEMBL338	 Dopamine transporter 
 19 	 CHEMBL1868	 Vascular endothelial growth factor receptor 1 
 20 	 CHEMBL2034	 Glucocorticoid receptor 
