 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL4247	 ALK tyrosine kinase receptor 
 2 	 CHEMBL3764	 Urotensin II receptor 
 3 	 CHEMBL4921	 Urotensin II receptor 
 4 	 CHEMBL204	 Thrombin 
 5 	 CHEMBL209	 Trypsin I 
 6 	 CHEMBL2001	 Purinergic receptor P2Y12 
 7 	 CHEMBL256	 Adenosine A3 receptor 
 8 	 CHEMBL251	 Adenosine A2a receptor 
 9 	 CHEMBL1902	 FK506-binding protein 1A 
 10 	 CHEMBL2052031	 Peptidyl-prolyl cis-trans isomerase FKBP5 
 11 	 CHEMBL4050	 FK506 binding protein 4 
 12 	 CHEMBL1825	 TNF-alpha 
 13 	 CHEMBL231	 Histamine H1 receptor 
 14 	 CHEMBL2954	 Cathepsin S 
 15 	 CHEMBL286	 Renin 
 16 	 CHEMBL269	 Delta opioid receptor 
 17 	 CHEMBL270	 Mu opioid receptor 
 18 	 CHEMBL4554	 Neurokinin 2 receptor 
 19 	 CHEMBL205	 Carbonic anhydrase II 
 20 	 CHEMBL261	 Carbonic anhydrase I 
