 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1910	 Adenosine deaminase 
 2 	 CHEMBL256	 Adenosine A3 receptor 
 3 	 CHEMBL318	 Adenosine A1 receptor 
 4 	 CHEMBL226	 Adenosine A1 receptor 
 5 	 CHEMBL5921	 Bifunctional protein NCOAT 
 6 	 CHEMBL2664	 Adenosylhomocysteinase 
 7 	 CHEMBL2880	 Adenylate cyclase type V 
 8 	 CHEMBL2179	 Beta-glucocerebrosidase 
 9 	 CHEMBL302	 Adenosine A2a receptor 
 10 	 CHEMBL3360	 Adenosine A3 receptor 
 11 	 CHEMBL4338	 Purine nucleoside phosphorylase 
 12 	 CHEMBL3189	 Adenylate cyclase type V 
 13 	 CHEMBL3589	 Adenosine kinase 
 14 	 CHEMBL251	 Adenosine A2a receptor 
 15 	 CHEMBL2608	 Lysosomal alpha-glucosidase 
 16 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 17 	 CHEMBL3706	 ADAM17 
 18 	 CHEMBL284	 Dipeptidyl peptidase IV 
 19 	 CHEMBL2835	 Tyrosine-protein kinase JAK1 
 20 	 CHEMBL2971	 Tyrosine-protein kinase JAK2 
