 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 2 	 CHEMBL228	 Serotonin transporter 
 3 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 4 	 CHEMBL238	 Dopamine transporter 
 5 	 CHEMBL222	 Norepinephrine transporter 
 6 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 7 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 8 	 CHEMBL4296	 Sodium channel protein type IX alpha subunit 
 9 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 10 	 CHEMBL313	 Serotonin transporter 
 11 	 CHEMBL230	 Cyclooxygenase-2 
 12 	 CHEMBL322	 Serotonin 2a (5-HT2a) receptor 
 13 	 CHEMBL324	 Serotonin 2c (5-HT2c) receptor 
 14 	 CHEMBL339	 Dopamine D2 receptor 
 15 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
 16 	 CHEMBL240	 HERG 
 17 	 CHEMBL2039	 Monoamine oxidase B 
 18 	 CHEMBL3371	 Serotonin 6 (5-HT6) receptor 
 19 	 CHEMBL4822	 Beta-secretase 1 
 20 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
