 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL284	 Dipeptidyl peptidase IV 
 2 	 CHEMBL3439	 Aminopeptidase A 
 3 	 CHEMBL1743125	 Solute carrier family 15 member 2 
 4 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 5 	 CHEMBL5137	 Metabotropic glutamate receptor 2 
 6 	 CHEMBL4328	 Betaine--homocysteine S-methyltransferase 1 
 7 	 CHEMBL3976	 Dipeptidyl peptidase II 
 8 	 CHEMBL2851	 Metabotropic glutamate receptor 2 
 9 	 CHEMBL1907	 Aminopeptidase N 
 10 	 CHEMBL261	 Carbonic anhydrase I 
 11 	 CHEMBL1808	 Angiotensin-converting enzyme 
 12 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 13 	 CHEMBL4973	 Excitatory amino acid transporter 2 
 14 	 CHEMBL3594	 Carbonic anhydrase IX 
 15 	 CHEMBL2888	 Metabotropic glutamate receptor 3 
 16 	 CHEMBL3067	 Metabotropic glutamate receptor 3 
 17 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
 18 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
 19 	 CHEMBL3242	 Carbonic anhydrase XII 
 20 	 CHEMBL205	 Carbonic anhydrase II 
