 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL5287	 Bile acid transporter 
 2 	 CHEMBL5409	 G-protein coupled bile acid receptor 1 
 3 	 CHEMBL2047	 Bile acid receptor FXR 
 4 	 CHEMBL2778	 Ileal bile acid transporter 
 5 	 CHEMBL205	 Carbonic anhydrase II 
 6 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 7 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 8 	 CHEMBL253	 Cannabinoid CB2 receptor 
 9 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 10 	 CHEMBL5549	 Tubulin--tyrosine ligase 
 11 	 CHEMBL2034	 Glucocorticoid receptor 
 12 	 CHEMBL1741186	 Nuclear receptor ROR-gamma 
 13 	 CHEMBL2027	 Niemann-Pick C1-like protein 1 
 14 	 CHEMBL5868	 Nuclear receptor ROR-alpha 
 15 	 CHEMBL261	 Carbonic anhydrase I 
 16 	 CHEMBL218	 Cannabinoid CB1 receptor 
 17 	 CHEMBL2413	 C-C chemokine receptor type 1 
 18 	 CHEMBL264	 Histamine H3 receptor 
 19 	 CHEMBL4124	 Histamine H3 receptor 
 20 	 CHEMBL211	 Muscarinic acetylcholine receptor M2 
