 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 2 	 CHEMBL2721	 Excitatory amino acid transporter 3 
 3 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 4 	 CHEMBL3607	 Glutamate receptor ionotropic kainate 2 
 5 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
 6 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 7 	 CHEMBL4573	 Metabotropic glutamate receptor 6 
 8 	 CHEMBL5137	 Metabotropic glutamate receptor 2 
 9 	 CHEMBL3439	 Aminopeptidase A 
 10 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 11 	 CHEMBL2609	 NAALADase II 
 12 	 CHEMBL4618	 Leukotriene A4 hydrolase 
 13 	 CHEMBL1808	 Angiotensin-converting enzyme 
 14 	 CHEMBL1944	 Neprilysin 
 15 	 CHEMBL3736	 Angiotensin-converting enzyme 2 
 16 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 17 	 CHEMBL1829	 Histone deacetylase 3 
 18 	 CHEMBL2452	 Aminopeptidase B 
 19 	 CHEMBL1743125	 Solute carrier family 15 member 2 
 20 	 CHEMBL5098	 Glutamate carboxypeptidase II 
