 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL4979	 Sodium/glucose cotransporter 1 
 2 	 CHEMBL3884	 Sodium/glucose cotransporter 2 
 3 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 4 	 CHEMBL1770047	 Low affinity sodium-glucose cotransporter 
 5 	 CHEMBL340	 Cytochrome P450 3A4 
 6 	 CHEMBL4822	 Beta-secretase 1 
 7 	 CHEMBL1978	 Cytochrome P450 19A1 
 8 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 9 	 CHEMBL3199	 Acetylcholinesterase 
 10 	 CHEMBL230	 Cyclooxygenase-2 
 11 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 12 	 CHEMBL4306	 Voltage-gated potassium channel subunit Kv1.5 
 13 	 CHEMBL2622	 Aldose reductase 
 14 	 CHEMBL1860	 Thyroid hormone receptor alpha 
 15 	 CHEMBL1947	 Thyroid hormone receptor beta-1 
 16 	 CHEMBL1827	 Phosphodiesterase 5A 
 17 	 CHEMBL318	 Adenosine A1 receptor 
 18 	 CHEMBL4302	 P-glycoprotein 1 
 19 	 CHEMBL250	 Platelet activating factor receptor 
 20 	 CHEMBL321	 Matrix metalloproteinase 9 
