 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 2 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 3 	 CHEMBL287	 Sigma opioid receptor 
 4 	 CHEMBL4931	 3-beta-hydroxysteroid-delta(8),delta(7)-isomerase 
 5 	 CHEMBL5971	 Smoothened homolog 
 6 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 7 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 8 	 CHEMBL206	 Estrogen receptor alpha 
 9 	 CHEMBL242	 Estrogen receptor beta 
 10 	 CHEMBL4027	 Neurokinin 1 receptor 
 11 	 CHEMBL1914	 Butyrylcholinesterase 
 12 	 CHEMBL2808	 LXR-alpha 
 13 	 CHEMBL4093	 LXR-beta 
 14 	 CHEMBL236	 Delta opioid receptor 
 15 	 CHEMBL3522	 Cytochrome P450 17A1 
 16 	 CHEMBL233	 Mu opioid receptor 
 17 	 CHEMBL237	 Kappa opioid receptor 
 18 	 CHEMBL1871	 Androgen Receptor 
 19 	 CHEMBL208	 Progesterone receptor 
 20 	 CHEMBL4237	 Ribosomal protein S6 kinase alpha 5 
