 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3562166	 Putative P2Y purinoceptor 10 
 2 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 3 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 4 	 CHEMBL3562167	 Probable G-protein coupled receptor 174 
 5 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 6 	 CHEMBL4333	 Sphingosine 1-phosphate receptor Edg-1 
 7 	 CHEMBL3562165	 Probable G-protein coupled receptor 34 
 8 	 CHEMBL3892	 Sphingosine 1-phosphate receptor Edg-3 
 9 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 10 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
 11 	 CHEMBL3842	 Metabotropic glutamate receptor 6 
 12 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
 13 	 CHEMBL2274	 Sphingosine 1-phosphate receptor Edg-8 
 14 	 CHEMBL2955	 Sphingosine 1-phosphate receptor Edg-5 
 15 	 CHEMBL2851	 Metabotropic glutamate receptor 2 
 16 	 CHEMBL5098	 Glutamate carboxypeptidase II 
 17 	 CHEMBL3965	 Leucine aminopeptidase 
 18 	 CHEMBL205	 Carbonic anhydrase II 
 19 	 CHEMBL3594	 Carbonic anhydrase IX 
 20 	 CHEMBL3230	 Sphingosine 1-phosphate receptor Edg-6 
