 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 2 	 CHEMBL4979	 Sodium/glucose cotransporter 1 
 3 	 CHEMBL3902	 Glutathione S-transferase Pi 
 4 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 5 	 CHEMBL332	 Matrix metalloproteinase-1 
 6 	 CHEMBL1743125	 Solute carrier family 15 member 2 
 7 	 CHEMBL4801	 Caspase-1 
 8 	 CHEMBL1293222	 Nucleotide-binding oligomerization domain-containing protein 1 
 9 	 CHEMBL2334	 Caspase-3 
 10 	 CHEMBL1808	 Angiotensin-converting enzyme 
 11 	 CHEMBL4675	 Tripeptidyl aminopeptidase 
 12 	 CHEMBL1944	 Neprilysin 
 13 	 CHEMBL3736	 Angiotensin-converting enzyme 2 
 14 	 CHEMBL2424	 Glyoxalase I 
 15 	 CHEMBL5462	 Baculoviral IAP repeat-containing protein 2 
 16 	 CHEMBL2625	 Angiotensin-converting enzyme 
 17 	 CHEMBL4791	 Endothelin-converting enzyme 1 
 18 	 CHEMBL3325	 Oligopeptide transporter, kidney isoform 
 19 	 CHEMBL2552	 Carboxypeptidase B 
 20 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
