 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1946	 Melatonin receptor 1B 
 2 	 CHEMBL1945	 Melatonin receptor 1A 
 3 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 4 	 CHEMBL214	 Serotonin 1a (5-HT1a) receptor 
 5 	 CHEMBL1983	 Serotonin 1d (5-HT1d) receptor 
 6 	 CHEMBL230	 Cyclooxygenase-2 
 7 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 8 	 CHEMBL1898	 Serotonin 1b (5-HT1b) receptor 
 9 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 10 	 CHEMBL5071	 G protein-coupled receptor 44 
 11 	 CHEMBL220	 Acetylcholinesterase 
 12 	 CHEMBL333	 Matrix metalloproteinase-2 
 13 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 14 	 CHEMBL3371	 Serotonin 6 (5-HT6) receptor 
 15 	 CHEMBL4794	 Vanilloid receptor 
 16 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 17 	 CHEMBL313	 Serotonin transporter 
 18 	 CHEMBL324	 Serotonin 2c (5-HT2c) receptor 
 19 	 CHEMBL339	 Dopamine D2 receptor 
 20 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
