 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 2 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 3 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 4 	 CHEMBL1835	 Thromboxane-A synthase 
 5 	 CHEMBL1808	 Angiotensin-converting enzyme 
 6 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 7 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 8 	 CHEMBL3439	 Aminopeptidase A 
 9 	 CHEMBL2625	 Angiotensin-converting enzyme 
 10 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 11 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 12 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
 13 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
 14 	 CHEMBL230	 Cyclooxygenase-2 
 15 	 CHEMBL402	 HMG-CoA reductase 
 16 	 CHEMBL2243	 Anandamide amidohydrolase 
 17 	 CHEMBL3457	 Kynurenine 3-monooxygenase 
 18 	 CHEMBL5697	 Egl nine homolog 1 
 19 	 CHEMBL1907	 Aminopeptidase N 
 20 	 CHEMBL261	 Carbonic anhydrase I 
