 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 2 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 3 	 CHEMBL214	 Serotonin 1a (5-HT1a) receptor 
 4 	 CHEMBL322	 Serotonin 2a (5-HT2a) receptor 
 5 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 6 	 CHEMBL324	 Serotonin 2c (5-HT2c) receptor 
 7 	 CHEMBL3371	 Serotonin 6 (5-HT6) receptor 
 8 	 CHEMBL1983	 Serotonin 1d (5-HT1d) receptor 
 9 	 CHEMBL3459	 Serotonin 1b (5-HT1b) receptor 
 10 	 CHEMBL338	 Dopamine transporter 
 11 	 CHEMBL1898	 Serotonin 1b (5-HT1b) receptor 
 12 	 CHEMBL304	 Norepinephrine transporter 
 13 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 14 	 CHEMBL313	 Serotonin transporter 
 15 	 CHEMBL3155	 Serotonin 7 (5-HT7) receptor 
 16 	 CHEMBL4794	 Vanilloid receptor 
 17 	 CHEMBL339	 Dopamine D2 receptor 
 18 	 CHEMBL228	 Serotonin transporter 
 19 	 CHEMBL2439	 Myeloperoxidase 
 20 	 CHEMBL4630	 Serine/threonine-protein kinase Chk1 
