 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 2 	 CHEMBL313	 Serotonin transporter 
 3 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 4 	 CHEMBL304	 Norepinephrine transporter 
 5 	 CHEMBL1983	 Serotonin 1d (5-HT1d) receptor 
 6 	 CHEMBL228	 Serotonin transporter 
 7 	 CHEMBL3371	 Serotonin 6 (5-HT6) receptor 
 8 	 CHEMBL1898	 Serotonin 1b (5-HT1b) receptor 
 9 	 CHEMBL338	 Dopamine transporter 
 10 	 CHEMBL322	 Serotonin 2a (5-HT2a) receptor 
 11 	 CHEMBL2439	 Myeloperoxidase 
 12 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 13 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
 14 	 CHEMBL3459	 Serotonin 1b (5-HT1b) receptor 
 15 	 CHEMBL214	 Serotonin 1a (5-HT1a) receptor 
 16 	 CHEMBL324	 Serotonin 2c (5-HT2c) receptor 
 17 	 CHEMBL323	 Serotonin 2b (5-HT2b) receptor 
 18 	 CHEMBL5282	 Cytochrome P450 2A6 
 19 	 CHEMBL217	 Dopamine D2 receptor 
 20 	 CHEMBL3155	 Serotonin 7 (5-HT7) receptor 
