 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1829	 Histone deacetylase 3 
 2 	 CHEMBL5697	 Egl nine homolog 1 
 3 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 4 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 5 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 6 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 7 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 8 	 CHEMBL4163	 Toll-like receptor 2 
 9 	 CHEMBL1641347	 Solute carrier family 22 member 6 
 10 	 CHEMBL1641348	 Solute carrier family 22 member 8 
 11 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
 12 	 CHEMBL3344	 Fatty acid binding protein muscle 
 13 	 CHEMBL3674	 Fatty acid binding protein epidermal 
 14 	 CHEMBL2745	 ATP-citrate synthase 
 15 	 CHEMBL402	 HMG-CoA reductase 
 16 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 17 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 18 	 CHEMBL3180	 Carboxylesterase 2 
 19 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 20 	 CHEMBL3190	 Glutamate receptor ionotropic, AMPA 4 
