 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 2 	 CHEMBL218	 Cannabinoid CB1 receptor 
 3 	 CHEMBL253	 Cannabinoid CB2 receptor 
 4 	 CHEMBL4794	 Vanilloid receptor 
 5 	 CHEMBL2243	 Anandamide amidohydrolase 
 6 	 CHEMBL325	 Histone deacetylase 1 
 7 	 CHEMBL3229	 Anandamide amidohydrolase 
 8 	 CHEMBL2409	 Epoxide hydratase 
 9 	 CHEMBL205	 Carbonic anhydrase II 
 10 	 CHEMBL1945	 Melatonin receptor 1A 
 11 	 CHEMBL1865	 Histone deacetylase 6 
 12 	 CHEMBL261	 Carbonic anhydrase I 
 13 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 14 	 CHEMBL5102	 Vanilloid receptor 
 15 	 CHEMBL1946	 Melatonin receptor 1B 
 16 	 CHEMBL220	 Acetylcholinesterase 
 17 	 CHEMBL3192	 Histone deacetylase 8 
 18 	 CHEMBL3594	 Carbonic anhydrase IX 
 19 	 CHEMBL1937	 Histone deacetylase 2 
 20 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
