 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2885	 Carbonic anhydrase III 
 2 	 CHEMBL205	 Carbonic anhydrase II 
 3 	 CHEMBL3242	 Carbonic anhydrase XII 
 4 	 CHEMBL217	 Dopamine D2 receptor 
 5 	 CHEMBL219	 Dopamine D4 receptor 
 6 	 CHEMBL3401	 Pregnane X receptor 
 7 	 CHEMBL3105	 Poly [ADP-ribose] polymerase-1 
 8 	 CHEMBL3594	 Carbonic anhydrase IX 
 9 	 CHEMBL3729	 Carbonic anhydrase IV 
 10 	 CHEMBL323	 Serotonin 2b (5-HT2b) receptor 
 11 	 CHEMBL5857	 Trace amine-associated receptor 1 
 12 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 13 	 CHEMBL220	 Acetylcholinesterase 
 14 	 CHEMBL1293229	 Nuclear receptor subfamily 4 group A member 1 
 15 	 CHEMBL5469	 Protein tyrosine kinase 2 beta 
 16 	 CHEMBL2492	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 17 	 CHEMBL2039	 Monoamine oxidase B 
 18 	 CHEMBL5282	 Cytochrome P450 2A6 
 19 	 CHEMBL322	 Serotonin 2a (5-HT2a) receptor 
 20 	 CHEMBL324	 Serotonin 2c (5-HT2c) receptor 
