 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL218	 Cannabinoid CB1 receptor 
 2 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 3 	 CHEMBL253	 Cannabinoid CB2 receptor 
 4 	 CHEMBL2243	 Anandamide amidohydrolase 
 5 	 CHEMBL3229	 Anandamide amidohydrolase 
 6 	 CHEMBL2409	 Epoxide hydratase 
 7 	 CHEMBL4794	 Vanilloid receptor 
 8 	 CHEMBL220	 Acetylcholinesterase 
 9 	 CHEMBL4394	 Sphingosine kinase 1 
 10 	 CHEMBL299	 Protein kinase C alpha 
 11 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 12 	 CHEMBL2470	 Cannabinoid CB2 receptor 
 13 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 14 	 CHEMBL3180	 Carboxylesterase 2 
 15 	 CHEMBL2034805	 N-acylethanolamine-hydrolyzing acid amidase 
 16 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 17 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 18 	 CHEMBL325	 Histone deacetylase 1 
 19 	 CHEMBL4035	 Prolyl endopeptidase 
 20 	 CHEMBL4958	 Dynamin-1 
