 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3587	 Dual specificity mitogen-activated protein kinase kinase 1 
 2 	 CHEMBL3305	 Testis-specific androgen-binding protein 
 3 	 CHEMBL340	 Cytochrome P450 3A4 
 4 	 CHEMBL1978	 Cytochrome P450 19A1 
 5 	 CHEMBL222	 Norepinephrine transporter 
 6 	 CHEMBL238	 Dopamine transporter 
 7 	 CHEMBL4794	 Vanilloid receptor 
 8 	 CHEMBL3194	 Transthyretin 
 9 	 CHEMBL5857	 Trace amine-associated receptor 1 
 10 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 11 	 CHEMBL1914	 Butyrylcholinesterase 
 12 	 CHEMBL220	 Acetylcholinesterase 
 13 	 CHEMBL1945	 Melatonin receptor 1A 
 14 	 CHEMBL1946	 Melatonin receptor 1B 
 15 	 CHEMBL5102	 Vanilloid receptor 
 16 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 17 	 CHEMBL323	 Serotonin 2b (5-HT2b) receptor 
 18 	 CHEMBL4792	 Orexin receptor 2 
 19 	 CHEMBL5113	 Orexin receptor 1 
 20 	 CHEMBL240	 HERG 
