 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL5409	 G-protein coupled bile acid receptor 1 
 2 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 3 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 4 	 CHEMBL2047	 Bile acid receptor FXR 
 5 	 CHEMBL2778	 Ileal bile acid transporter 
 6 	 CHEMBL5287	 Bile acid transporter 
 7 	 CHEMBL206	 Estrogen receptor alpha 
 8 	 CHEMBL242	 Estrogen receptor beta 
 9 	 CHEMBL1871	 Androgen Receptor 
 10 	 CHEMBL1994	 Mineralocorticoid receptor 
 11 	 CHEMBL208	 Progesterone receptor 
 12 	 CHEMBL1741186	 Nuclear receptor ROR-gamma 
 13 	 CHEMBL2027	 Niemann-Pick C1-like protein 1 
 14 	 CHEMBL5868	 Nuclear receptor ROR-alpha 
 15 	 CHEMBL2034	 Glucocorticoid receptor 
 16 	 CHEMBL1978	 Cytochrome P450 19A1 
 17 	 CHEMBL4234	 Estradiol 17-beta-dehydrogenase 3 
 18 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
 19 	 CHEMBL1977	 Vitamin D receptor 
 20 	 CHEMBL4343	 DNA polymerase beta 
