 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1978	 Cytochrome P450 19A1 
 2 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 3 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 4 	 CHEMBL267	 Tyrosine-protein kinase SRC 
 5 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 6 	 CHEMBL3717	 Hepatocyte growth factor receptor 
 7 	 CHEMBL3305	 Testis-specific androgen-binding protein 
 8 	 CHEMBL331	 Cyclin-dependent kinase 4 
 9 	 CHEMBL2622	 Aldose reductase 
 10 	 CHEMBL3242	 Carbonic anhydrase XII 
 11 	 CHEMBL3587	 Dual specificity mitogen-activated protein kinase kinase 1 
 12 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 13 	 CHEMBL2039	 Monoamine oxidase B 
 14 	 CHEMBL3402	 Alkaline phosphatase placental-like 
 15 	 CHEMBL261	 Carbonic anhydrase I 
 16 	 CHEMBL205	 Carbonic anhydrase II 
 17 	 CHEMBL2069	 Thromboxane A2 receptor 
 18 	 CHEMBL2326	 Carbonic anhydrase VII 
 19 	 CHEMBL206	 Estrogen receptor alpha 
 20 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
