 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2047	 Bile acid receptor FXR 
 2 	 CHEMBL2778	 Ileal bile acid transporter 
 3 	 CHEMBL5409	 G-protein coupled bile acid receptor 1 
 4 	 CHEMBL6020	 Bile salt export pump 
 5 	 CHEMBL5287	 Bile acid transporter 
 6 	 CHEMBL2034	 Glucocorticoid receptor 
 7 	 CHEMBL208	 Progesterone receptor 
 8 	 CHEMBL332	 Matrix metalloproteinase-1 
 9 	 CHEMBL2808	 LXR-alpha 
 10 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 11 	 CHEMBL4005	 PI3-kinase p110-alpha subunit 
 12 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 13 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 14 	 CHEMBL3746	 11-beta-hydroxysteroid dehydrogenase 2 
 15 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 16 	 CHEMBL2027	 Niemann-Pick C1-like protein 1 
 17 	 CHEMBL5549	 Tubulin--tyrosine ligase 
 18 	 CHEMBL2073676	 Canalicular multispecific organic anion transporter 1 
 19 	 CHEMBL1914	 Butyrylcholinesterase 
 20 	 CHEMBL2899	 Brain adenylate cyclase 1 
