 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 2 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 3 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 4 	 CHEMBL2243	 Anandamide amidohydrolase 
 5 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 6 	 CHEMBL3229	 Anandamide amidohydrolase 
 7 	 CHEMBL2409	 Epoxide hydratase 
 8 	 CHEMBL218	 Cannabinoid CB1 receptor 
 9 	 CHEMBL1628461	 Oxoeicosanoid receptor 1 
 10 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 11 	 CHEMBL253	 Cannabinoid CB2 receptor 
 12 	 CHEMBL2069	 Thromboxane A2 receptor 
 13 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 14 	 CHEMBL4794	 Vanilloid receptor 
 15 	 CHEMBL1835	 Thromboxane-A synthase 
 16 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 17 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 18 	 CHEMBL1987	 Prostanoid FP receptor 
 19 	 CHEMBL1995	 Prostanoid IP receptor 
 20 	 CHEMBL3911	 Leukotriene B4 receptor 1 
