 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2231	 Cytochrome P450 1A1 
 2 	 CHEMBL4878	 Cytochrome P450 1B1 
 3 	 CHEMBL1929	 Xanthine dehydrogenase 
 4 	 CHEMBL4302	 P-glycoprotein 1 
 5 	 CHEMBL2622	 Aldose reductase 
 6 	 CHEMBL3356	 Cytochrome P450 1A2 
 7 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 8 	 CHEMBL2326	 Carbonic anhydrase VII 
 9 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
 10 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 11 	 CHEMBL1900	 Aldose reductase 
 12 	 CHEMBL3729	 Carbonic anhydrase IV 
 13 	 CHEMBL1250375	 NADPH oxidase 4 
 14 	 CHEMBL1974	 Tyrosine-protein kinase receptor FLT3 
 15 	 CHEMBL242	 Estrogen receptor beta 
 16 	 CHEMBL220	 Acetylcholinesterase 
 17 	 CHEMBL206	 Estrogen receptor alpha 
 18 	 CHEMBL1951	 Monoamine oxidase A 
 19 	 CHEMBL1293267	 G-protein coupled receptor 35 
 20 	 CHEMBL1978	 Cytochrome P450 19A1 
