 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL4791	 Endothelin-converting enzyme 1 
 2 	 CHEMBL3439	 Aminopeptidase A 
 3 	 CHEMBL1743125	 Solute carrier family 15 member 2 
 4 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 5 	 CHEMBL5098	 Glutamate carboxypeptidase II 
 6 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 7 	 CHEMBL3607	 Glutamate receptor ionotropic kainate 2 
 8 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 9 	 CHEMBL1944	 Neprilysin 
 10 	 CHEMBL3504	 Glutamate receptor ionotropic, AMPA 3 
 11 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 12 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 13 	 CHEMBL3503	 Glutamate receptor ionotropic, AMPA 2 
 14 	 CHEMBL2334	 Caspase-3 
 15 	 CHEMBL2474	 Methionine aminopeptidase 1 
 16 	 CHEMBL4801	 Caspase-1 
 17 	 CHEMBL2424	 Glyoxalase I 
 18 	 CHEMBL4462	 NAD-dependent deacetylase sirtuin 2 
 19 	 CHEMBL4328	 Betaine--homocysteine S-methyltransferase 1 
 20 	 CHEMBL3922	 Methionine aminopeptidase 2 
