 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 2 	 CHEMBL1641347	 Solute carrier family 22 member 6 
 3 	 CHEMBL5697	 Egl nine homolog 1 
 4 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 5 	 CHEMBL261	 Carbonic anhydrase I 
 6 	 CHEMBL3594	 Carbonic anhydrase IX 
 7 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 8 	 CHEMBL1808	 Angiotensin-converting enzyme 
 9 	 CHEMBL1743125	 Solute carrier family 15 member 2 
 10 	 CHEMBL1293226	 Lysine-specific demethylase 4D-like 
 11 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
 12 	 CHEMBL2131	 Indolethylamine N-methyltransferase 
 13 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 14 	 CHEMBL333	 Matrix metalloproteinase-2 
 15 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 16 	 CHEMBL2009	 Glutamate receptor ionotropic, AMPA 1 
 17 	 CHEMBL256	 Adenosine A3 receptor 
 18 	 CHEMBL2564	 Metabotropic glutamate receptor 5 
 19 	 CHEMBL2675	 Glutamate receptor ionotropic kainate 5 
 20 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
