 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1781	 DNA topoisomerase I 
 2 	 CHEMBL1628461	 Oxoeicosanoid receptor 1 
 3 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 4 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 5 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 6 	 CHEMBL3571	 Cannabinoid CB1 receptor 
 7 	 CHEMBL2243	 Anandamide amidohydrolase 
 8 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 9 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 10 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 11 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
 12 	 CHEMBL3762	 Voltage-gated L-type calcium channel alpha-1C subunit 
 13 	 CHEMBL218	 Cannabinoid CB1 receptor 
 14 	 CHEMBL4794	 Vanilloid receptor 
 15 	 CHEMBL5652	 Glucose-dependent insulinotropic receptor 
 16 	 CHEMBL3344	 Fatty acid binding protein muscle 
 17 	 CHEMBL2916	 Telomerase reverse transcriptase 
 18 	 CHEMBL3674	 Fatty acid binding protein epidermal 
 19 	 CHEMBL5738	 Fatty acid-binding protein, liver 
 20 	 CHEMBL3229	 Anandamide amidohydrolase 
