 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2072	 Sodium channel protein type IV alpha subunit 
 2 	 CHEMBL5582	 Hormone-sensitive lipase 
 3 	 CHEMBL2039	 Monoamine oxidase B 
 4 	 CHEMBL321	 Matrix metalloproteinase 9 
 5 	 CHEMBL332	 Matrix metalloproteinase-1 
 6 	 CHEMBL333	 Matrix metalloproteinase-2 
 7 	 CHEMBL1741213	 Sentrin-specific protease 7 
 8 	 CHEMBL227	 Type-1 angiotensin II receptor 
 9 	 CHEMBL231	 Histamine H1 receptor 
 10 	 CHEMBL4072	 Cathepsin B 
 11 	 CHEMBL5533	 Nuclear factor NF-kappa-B p65 subunit 
 12 	 CHEMBL222	 Norepinephrine transporter 
 13 	 CHEMBL228	 Serotonin transporter 
 14 	 CHEMBL1741179	 Probable DNA dC-&gt;dU-editing enzyme APOBEC-3A 
 15 	 CHEMBL1741217	 DNA dC-&gt;dU-editing enzyme APOBEC-3G 
 16 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
 17 	 CHEMBL5102	 Vanilloid receptor 
 18 	 CHEMBL338	 Dopamine transporter 
 19 	 CHEMBL1968	 Epoxide hydrolase 1 
 20 	 CHEMBL2409	 Epoxide hydratase 
