 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL4302	 P-glycoprotein 1 
 2 	 CHEMBL2231	 Cytochrome P450 1A1 
 3 	 CHEMBL4878	 Cytochrome P450 1B1 
 4 	 CHEMBL3356	 Cytochrome P450 1A2 
 5 	 CHEMBL1929	 Xanthine dehydrogenase 
 6 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
 7 	 CHEMBL2622	 Aldose reductase 
 8 	 CHEMBL1871	 Androgen Receptor 
 9 	 CHEMBL318	 Adenosine A1 receptor 
 10 	 CHEMBL6164	 Tankyrase-1 
 11 	 CHEMBL3199	 Acetylcholinesterase 
 12 	 CHEMBL1978	 Cytochrome P450 19A1 
 13 	 CHEMBL302	 Adenosine A2a receptor 
 14 	 CHEMBL3242	 Carbonic anhydrase XII 
 15 	 CHEMBL242	 Estrogen receptor beta 
 16 	 CHEMBL206	 Estrogen receptor alpha 
 17 	 CHEMBL205	 Carbonic anhydrase II 
 18 	 CHEMBL1974	 Tyrosine-protein kinase receptor FLT3 
 19 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 20 	 CHEMBL2326	 Carbonic anhydrase VII 
