 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL339	 Dopamine D2 receptor 
 2 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
 3 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 4 	 CHEMBL217	 Dopamine D2 receptor 
 5 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 6 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 7 	 CHEMBL308	 Cyclin-dependent kinase 1 
 8 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 9 	 CHEMBL220	 Acetylcholinesterase 
 10 	 CHEMBL234	 Dopamine D3 receptor 
 11 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 12 	 CHEMBL3798	 Calcitonin gene-related peptide type 1 receptor 
 13 	 CHEMBL219	 Dopamine D4 receptor 
 14 	 CHEMBL2695	 Focal adhesion kinase 1 
 15 	 CHEMBL2039	 Monoamine oxidase B 
 16 	 CHEMBL3155	 Serotonin 7 (5-HT7) receptor 
 17 	 CHEMBL214	 Serotonin 1a (5-HT1a) receptor 
 18 	 CHEMBL233	 Mu opioid receptor 
 19 	 CHEMBL208	 Progesterone receptor 
 20 	 CHEMBL1833	 Serotonin 2b (5-HT2b) receptor 
