 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL251	 Adenosine A2a receptor 
 2 	 CHEMBL226	 Adenosine A1 receptor 
 3 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 4 	 CHEMBL6166	 Mitogen-activated protein kinase kinase kinase kinase 4 
 5 	 CHEMBL3836	 LIM domain kinase 1 
 6 	 CHEMBL318	 Adenosine A1 receptor 
 7 	 CHEMBL4203	 Dual specificity protein kinase CLK4 
 8 	 CHEMBL1974	 Tyrosine-protein kinase receptor FLT3 
 9 	 CHEMBL2850	 Glycogen synthase kinase-3 alpha 
 10 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
 11 	 CHEMBL2185	 Serine/threonine-protein kinase Aurora-B 
 12 	 CHEMBL301	 Cyclin-dependent kinase 2 
 13 	 CHEMBL4036	 Cyclin-dependent kinase 5 
 14 	 CHEMBL3231	 Rho-associated protein kinase 1 
 15 	 CHEMBL4005	 PI3-kinase p110-alpha subunit 
 16 	 CHEMBL4722	 Serine/threonine-protein kinase Aurora-A 
 17 	 CHEMBL3267	 PI3-kinase p110-gamma subunit 
 18 	 CHEMBL3268	 PI4-kinase beta subunit 
 19 	 CHEMBL2147	 Serine/threonine-protein kinase PIM1 
 20 	 CHEMBL3667	 PI4-kinase alpha subunit 
