 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL237	 Kappa opioid receptor 
 2 	 CHEMBL236	 Delta opioid receptor 
 3 	 CHEMBL270	 Mu opioid receptor 
 4 	 CHEMBL206	 Estrogen receptor alpha 
 5 	 CHEMBL339	 Dopamine D2 receptor 
 6 	 CHEMBL242	 Estrogen receptor beta 
 7 	 CHEMBL3594	 Carbonic anhydrase IX 
 8 	 CHEMBL233	 Mu opioid receptor 
 9 	 CHEMBL205	 Carbonic anhydrase II 
 10 	 CHEMBL261	 Carbonic anhydrase I 
 11 	 CHEMBL217	 Dopamine D2 receptor 
 12 	 CHEMBL234	 Dopamine D3 receptor 
 13 	 CHEMBL5857	 Trace amine-associated receptor 1 
 14 	 CHEMBL3242	 Carbonic anhydrase XII 
 15 	 CHEMBL2808	 LXR-alpha 
 16 	 CHEMBL2789	 Estradiol 17-beta-dehydrogenase 2 
 17 	 CHEMBL3510	 Carbonic anhydrase XIV 
 18 	 CHEMBL3181	 Estradiol 17-beta-dehydrogenase 1 
 19 	 CHEMBL269	 Delta opioid receptor 
 20 	 CHEMBL2326	 Carbonic anhydrase VII 
